date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:38:09	17780/17780	U-----	200	untouched ('OK')	text/css	etag:%224574-60a68e74aebac%22	http://localhost:8080/cramy/wp-content/plugins/jet-elements/assets/css/jet-elements-skin.css?ver=2.6.13.1	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/jet-elements/assets/css/jet-elements-skin7752.css	(from http://localhost:8080/cramy/)
13:38:10	19533/19533	U-----	200	untouched ('OK')	text/css	etag:%224c4d-60a21ea742fdc%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from http://localhost:8080/cramy/)
13:38:10	117332/117332	U-----	200	untouched ('OK')	text/css	etag:%221ca54-60a21ea69dca4%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.17.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/css/frontend-lite.min8864.css	(from http://localhost:8080/cramy/)
13:38:10	792905/792905	---M--	200	added ('OK')	text/css	etag:%22c1949-60a59ee05f980%22	http://localhost:8080/cramy/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min.css?ver=6.4.2	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/css/frontend.min1e39.css	(from http://localhost:8080/cramy/)
13:38:11	1484/1484	---M--	200	added ('OK')	text/css	etag:%225cc-60e97a371a69b%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-3.css?ver=1704894305	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-37511.css	(from http://localhost:8080/cramy/)
13:38:12	16471/16471	U-----	200	untouched ('OK')	text/css	etag:%224057-60a21ea774479%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost:8080/cramy/)
13:38:12	30999/30999	U-----	200	untouched ('OK')	text/css	etag:%227917-60a21ea74e75c%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://localhost:8080/cramy/)
13:38:13	11608/11608	U-----	200	untouched ('OK')	text/css	etag:%222d58-60a951e839c4b%22	http://localhost:8080/cramy/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.17.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor-pro/assets/css/frontend-lite.mine7ad.css	(from http://localhost:8080/cramy/)
13:38:13	38700/38700	U-----	200	untouched ('OK')	text/css	etag:%22972c-60a5a3c953cae%22	http://localhost:8080/cramy/wp-content/plugins/sellkit-pro/assets/dist/css/frontend.min.css?ver=1.7.1	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/sellkit-pro/assets/dist/css/frontend.min4735.css	(from http://localhost:8080/cramy/)
13:38:14	140397/140397	U-----	200	untouched ('OK')	text/css	etag:%222246d-60a5a39f6179c%22	http://localhost:8080/cramy/wp-content/plugins/sellkit/assets/dist/css/frontend.min.css?ver=1.7.9	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/sellkit/assets/dist/css/frontend.min97e9.css	(from http://localhost:8080/cramy/)
13:38:14	186641/186641	---M--	200	added ('OK')	text/css	etag:%222d911-60eed6af1767e%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-8.css?ver=1705262724	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-8744f.css	(from http://localhost:8080/cramy/)
13:38:16	17222/17222	U-----	200	untouched ('OK')	text/css	etag:%224346-60a21ea74b498%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?ver=4.1.4	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.mineda1.css	(from http://localhost:8080/cramy/)
13:38:16	2101/2101	---M--	200	added ('OK')	text/css	etag:%22835-60e97a462c5fc%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-256.css?ver=1704894321	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-2563be2.css	(from http://localhost:8080/cramy/)
13:38:16	75684/75684	---M--	200	added ('OK')	text/css	etag:%22127a4-60ccf517a5840%22	http://localhost:8080/cramy/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.22	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend378f.css	(from http://localhost:8080/cramy/)
13:38:19	59344/59344	U-----	200	untouched ('OK')	text/css	etag:%22e7d0-60a21ea74c81d%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min8864.css	(from http://localhost:8080/cramy/)
13:38:19	26702/26702	U-----	200	untouched ('OK')	text/css	etag:%22684e-60a21ea751a19%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.17.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min8864.css	(from http://localhost:8080/cramy/)
13:38:21	71750/71750	U-----	200	untouched ('OK')	text/css	etag:%2211846-60a59ee432e13%22	http://localhost:8080/cramy/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/animate/animate.min.css?ver=3.2.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/jupiterx-core/includes/extensions/raven/assets/lib/animate/animate.min55a0.css	(from http://localhost:8080/cramy/)
13:38:22	430811/430811	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2011:38:06%20GMT	http://localhost:8080/cramy/ar/%d8%a7%d9%84%d8%b5%d9%81%d8%ad%d8%a9-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/ar/%d8%a7%d9%84%d8%b5%d9%81%d8%ad%d8%a9-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/index.html	(from http://localhost:8080/cramy/)
13:38:22	200803/200803	---M--	200	added ('OK')	text/css	etag:%2231063-60e9cacfc5497%22	http://localhost:8080/cramy/wp-content/uploads/jupiterx/compiler/jupiterx/3731ed7.css?ver=3.2.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/jupiterx/compiler/jupiterx/3731ed755a0.css	(from http://localhost:8080/cramy/)
13:38:24	51872/51872	---M--	200	added ('OK')	text/css	etag:%22caa0-60cc7c9a01240%22	http://localhost:8080/cramy/wp-content/uploads/jupiterx/compiler/jupiterx-elements-dynamic-styles/36fb89b.css?ver=3.2.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/jupiterx/compiler/jupiterx-elements-dynamic-styles/36fb89b55a0.css	(from http://localhost:8080/cramy/)
13:38:26	20371/20371	---M--	200	added ('OK')	text/css	etag:%224f93-60e97a384a108%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-186.css?ver=1704894306	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-18680fa.css	(from http://localhost:8080/cramy/)
13:38:26	8731/8731	U-----	200	untouched ('OK')	text/css	etag:%22221b-60a5a3c9567a0%22	http://localhost:8080/cramy/wp-content/plugins/sellkit-pro/assets/dist/css/swatches-frontend.min.css?ver=1.7.1	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/sellkit-pro/assets/dist/css/swatches-frontend.min4735.css	(from http://localhost:8080/cramy/)
13:38:26	721/721	U--M--	200	updated ('OK')	application/rss+xml	etag:%22af7525af1b941f526b1e171ac7b94b38%22	http://localhost:8080/cramy/comments/feed/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/comments/feed/index.html	(from http://localhost:8080/cramy/)
13:38:26	20281/20281	---M--	200	added ('OK')	text/css	etag:%224f39-60efa711cc1cb%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-145.css?ver=1705318662	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-1457a40.css	(from http://localhost:8080/cramy/)
13:38:27	827/827	U--M--	200	updated ('OK')	application/rss+xml	etag:%22af7525af1b941f526b1e171ac7b94b38%22	http://localhost:8080/cramy/feed/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/feed/index.html	(from http://localhost:8080/cramy/)
13:38:27	11367/11367	---M--	200	added ('OK')	text/css	etag:%222c67-60e97a38bcae3%22	http://localhost:8080/cramy/wp-content/uploads/elementor/css/post-172.css?ver=1704894306	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/css/post-17280fa.css	(from http://localhost:8080/cramy/)
13:38:28	677/677	---M--	200	added ('OK')	text/css	etag:%222a5-60a21ea65c2c0%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from http://localhost:8080/cramy/)
13:38:28	57912/57912	U-----	200	untouched ('OK')	text/css	etag:%22e238-60a21ea74ef28%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost:8080/cramy/)
13:38:28	10659/10659	---M--	200	added ('OK')	image/png	etag:%2229a3-60ca78d4d7780%22	http://localhost:8080/cramy/wp-content/uploads/2020/04/Nutri-Fit-logo.png	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2020/04/Nutri-Fit-logo.png	(from http://localhost:8080/cramy/)
13:38:28	669/669	U-----	200	untouched ('OK')	text/css	etag:%2229d-60a21ea750694%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost:8080/cramy/)
13:38:29	675/675	U-----	200	untouched ('OK')	text/css	etag:%222a3-60a21ea74cfed%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost:8080/cramy/)
13:38:29	87553/87553	U-----	200	untouched ('')	application/javascript	etag:%2215601-60a5a1de4e139%22	http://localhost:8080/cramy/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/cramy/)
13:38:29	13577/13577	U-----	200	untouched ('')	application/javascript	etag:%223509-60a5a1de22668%22	http://localhost:8080/cramy/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/cramy/)
13:38:30	9636/9636	U-----	200	untouched ('')	application/javascript	etag:%2225a4-60a5a2b5b3088%22	http://localhost:8080/cramy/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.3.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mine58f.js	(from http://localhost:8080/cramy/)
13:38:30	3037/3037	U-----	200	untouched ('')	application/javascript	etag:%22bdd-60a5a2b5453ba%22	http://localhost:8080/cramy/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.3.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9662.js	(from http://localhost:8080/cramy/)
13:38:30	1845/1845	U-----	200	untouched ('')	application/javascript	etag:%22735-60a5a2b614253%22	http://localhost:8080/cramy/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.3.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min1e55.js	(from http://localhost:8080/cramy/)
13:38:30	2139/2139	U-----	200	untouched ('')	application/javascript	etag:%2285b-60a5a2b5b24d1%22	http://localhost:8080/cramy/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.3.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9662.js	(from http://localhost:8080/cramy/)
13:38:31	15055/15055	U-----	200	untouched ('')	application/javascript	etag:%223acf-60a21ea75ba2b%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.17.3	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min8864.js	(from http://localhost:8080/cramy/)
13:38:31	12358/12358	U-----	200	untouched ('')	application/javascript	etag:%223046-60a59866f7218%22	http://localhost:8080/cramy/wp-content/themes/jupiterx/lib/admin/assets/lib/webfont/webfont.min.js?ver=1.6.26	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/themes/jupiterx/lib/admin/assets/lib/webfont/webfont.min8a33.js	(from http://localhost:8080/cramy/)
13:38:31	354/354	U-----	200	untouched ('')	application/javascript	etag:%22162-60a598674dfeb%22	http://localhost:8080/cramy/wp-content/themes/jupiterx/lib/assets/dist/js/utils.min.js?ver=3.2.0	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/themes/jupiterx/lib/assets/dist/js/utils.min55a0.js	(from http://localhost:8080/cramy/)
13:38:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2011:38:28%20GMT	http://localhost:8080/cramy/contact	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/contact	(from http://localhost:8080/cramy/)
13:38:36	828/828	U-----	200	untouched ('')	text/xml	date:Mon,%2027%20Nov%202023%2016:49:22%20GMT	http://localhost:8080/cramy/xmlrpc.php?rsd	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/xmlrpc0db0.php	(from http://localhost:8080/cramy/)
13:38:40	2262/2262	U-----	200	untouched ('')	text/xml	date:Mon,%2027%20Nov%202023%2016:49:27%20GMT	http://localhost:8080/cramy/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fcramy%2F&format=xml	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-json/oembed/1.0/embed764c	(from http://localhost:8080/cramy/)
13:38:44	2107/2107	U-----	200	untouched ('')	application/json	date:Mon,%2027%20Nov%202023%2016:49:25%20GMT	http://localhost:8080/cramy/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fcramy%2F	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-json/oembed/1.0/embed1b90.json	(from http://localhost:8080/cramy/)
13:38:44	9108/9108	U-----	200	untouched ('')	image/x-icon	etag:%222394-60a5986775c45%22	http://localhost:8080/cramy/wp-content/themes/jupiterx/lib/favicon.ico	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/themes/jupiterx/lib/favicon.ico	(from http://localhost:8080/cramy/)
13:38:45	9921/9921	U-----	200	untouched ('OK')	text/css	etag:%2226c1-60a21ea6b9bb4%22	http://localhost:8080/cramy/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://localhost:8080/cramy/)
13:38:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Jan%202024%2011:38:40%20GMT	http://localhost:8080/cramy/contact	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/contact.30.delayed	(from http://localhost:8080/cramy/)
13:38:57	273849/273849	U--MC-	200	updated ('OK')	text/html	date:Mon,%2015%20Jan%202024%2011:38:45%20GMT	http://localhost:8080/cramy/about/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/about/index.html	(from http://localhost:8080/cramy/)
13:39:03	234562/234562	U--MC-	200	updated ('OK')	text/html	date:Mon,%2015%20Jan%202024%2011:38:47%20GMT	http://localhost:8080/cramy/packages/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/packages/index.html	(from http://localhost:8080/cramy/)
13:39:10	220346/220346	U--MC-	200	updated ('OK')	text/html	date:Mon,%2015%20Jan%202024%2011:38:57%20GMT	http://localhost:8080/cramy/transformations/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/transformations/index.html	(from http://localhost:8080/cramy/)
13:39:11	193376/193376	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Jan%202024%2011:39:03%20GMT	http://localhost:8080/cramy/services	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/services.31.delayed	(from http://localhost:8080/cramy/)
13:39:17	206000/206000	U--MC-	200	updated ('OK')	text/html	date:Mon,%2015%20Jan%202024%2011:39:10%20GMT	http://localhost:8080/cramy/contact/	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/contact/index.html	(from http://localhost:8080/cramy/)
13:39:19	356021/356021	U--MC-	200	updated ('OK')	application/json	date:Mon,%2015%20Jan%202024%2011:38:32%20GMT	http://localhost:8080/cramy/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-json/wp/v2/pages/8.json	(from http://localhost:8080/cramy/)
13:39:19	1645/1645	---M--	200	added ('OK')	image/svg+xml	etag:%2266d-60c4368ed7ac0%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_Nutrition.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_Nutrition.svg	(from http://localhost:8080/cramy/)
13:39:20	12791/12791	U-----	200	untouched ('')	image/jpeg	etag:%2231f7-60a8425ca40c8%22	http://localhost:8080/cramy/wp-content/uploads/2023/11/328c72753bd-300x200.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/11/328c72753bd-300x200.jpg	(from http://localhost:8080/cramy/)
13:39:20	1699/1699	---M--	200	added ('OK')	image/svg+xml	etag:%226a3-60c436a4c6e80%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_Strength.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_Strength.svg	(from http://localhost:8080/cramy/)
13:39:20	115372/115372	U-----	200	untouched ('')	image/jpeg	etag:%221c2ac-60a842386791f%22	http://localhost:8080/cramy/wp-content/uploads/2023/11/71b4319f3f-768x474.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/11/71b4319f3f-768x474.jpg	(from http://localhost:8080/cramy/)
13:39:20	1822/1822	---M--	200	added ('OK')	image/svg+xml	etag:%2271e-60c436b7d9b80%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_Weight.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_Weight.svg	(from http://localhost:8080/cramy/)
13:39:21	4649/4649	---M--	200	added ('OK')	image/svg+xml	etag:%221229-60c436d475f00%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_In-AppMessage_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_In-AppMessage_svg.svg	(from http://localhost:8080/cramy/)
13:39:21	3902/3902	---M--	200	added ('OK')	image/svg+xml	etag:%22f3e-60c436f6cb000%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_CustomStrength_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_CustomStrength_svg.svg	(from http://localhost:8080/cramy/)
13:39:21	5291/5291	---M--	200	added ('OK')	image/svg+xml	etag:%2214ab-60c43707f5880%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_Cardio_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_Cardio_svg.svg	(from http://localhost:8080/cramy/)
13:39:21	2602/2602	---M--	200	added ('OK')	image/svg+xml	etag:%22a2a-60c4375fb2780%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_VideoPhone_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_VideoPhone_svg.svg	(from http://localhost:8080/cramy/)
13:39:22	3113/3113	---M--	200	added ('OK')	image/svg+xml	etag:%22c29-60c4376a30040%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_MealPlan_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_MealPlan_svg.svg	(from http://localhost:8080/cramy/)
13:39:22	3608/3608	---M--	200	added ('OK')	image/svg+xml	etag:%22e18-60c4377f2b1c0%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/Icon_Stretching_svg.svg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/Icon_Stretching_svg.svg	(from http://localhost:8080/cramy/)
13:39:24	68343/68343	---M--	200	added ('OK')	image/jpeg	etag:%2210af7-60b73171a2d40%22	http://localhost:8080/cramy/wp-content/uploads/2023/12/a014dd31-5d03-4149-b544-5b1541358075d-1024x749.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/2023/12/a014dd31-5d03-4149-b544-5b1541358075d-1024x749.jpg	(from http://localhost:8080/cramy/)
13:39:28	33260/33260	---M--	200	added ('OK')	image/jpeg	etag:%2281ec-60c2bf5ba0580%22	http://localhost:8080/cramy/wp-content/uploads/elementor/thumbs/IMG-20231115-WA0055-qgm8s8el2qvruwzzgw43h318y88x28iqga4r9hv7n4.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/thumbs/IMG-20231115-WA0055-qgm8s8el2qvruwzzgw43h318y88x28iqga4r9hv7n4.jpg	(from http://localhost:8080/cramy/)
13:39:31	42813/42813	---M--	200	added ('OK')	image/jpeg	etag:%22a73d-60c2bfd982e80%22	http://localhost:8080/cramy/wp-content/uploads/elementor/thumbs/IMG-20231115-WA0065-qgm8sezgel4s46qfegyhgjdh3xchk48ut6p5mflgfk.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/thumbs/IMG-20231115-WA0065-qgm8sezgel4s46qfegyhgjdh3xchk48ut6p5mflgfk.jpg	(from http://localhost:8080/cramy/)
13:39:33	35386/35386	---M--	200	added ('OK')	image/jpeg	etag:%228a3a-60c2bfd982e80%22	http://localhost:8080/cramy/wp-content/uploads/elementor/thumbs/IMG_20231118_214212-qgm8siqt5x9xemkysikzqifbhgtyewns5pb3jjfvqo.jpg	C:/My%20Web%20Sites/cramy/localhost_8080/cramy/wp-content/uploads/elementor/thumbs/IMG_20231118_214212-qgm8siqt5x9xemkysikzqifbhgtyewns5pb3jjfvqo.jpg	(from http://localhost:8080/cramy/)
